id,treat.hs,treat.para,rear.temp.avg,rear.temp.var,test.temp,test.time,chamber,date.hatch,date.died,date.coll,coll.loc,date.ovp,time.ovp,num.ovp,date.3,time.3,mass.3,date.in.test,time.in.test,mass.in.test,date.out.test,time.out.test,mass.out.test,date.4,mass.4,date.5,mass.5,inst.6,date.6,mass.6,inst.7,date.7,mass.7,date.wand,mass.wand,mongo,date.died.mongo,date5.2wks,mass5.2wks,date5.3wks,mass5.3wks,date.p6.wk1,mass.p6.wk1,date.p6.wk2,mass.p6.wk2,date.p6.wk3,mass.p6.wk3,date.cull,mass.cull,date.p7.wk1,mass.p7.wk1,date.em,mass.48em,num.em,num.coc,num.fail.spin,num.unem,load,date.ecl,num.ecl,live.fem,live.male,para.pup,para.ecl,in.florence,notes,diss.notes
432,shock,p,25,10,44,,wall-e,8/19/18,8/27/18,8/14/18,rm,8/25/18,12:33,1,8/25/18,11:53,27.86,8/25/18,14:50,28.76,8/26/18,14:05,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,shock,np,25,10,44,,wall-e,8/19/18,9/5/18,8/14/18,rm,,,,8/25/18,11:54,78.34,8/25/18,14:50,99.13,8/26/18,14:05,79.05,9/4/18,62.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:34,1,8/25/18,11:54,36.23,8/25/18,14:50,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,shock,np,25,10,44,,wall-e,8/19/18,9/23/18,8/14/18,rm,,,,8/25/18,11:55,33.51,8/25/18,14:50,42.94,8/26/18,14:05,45.7,9/1/18,241.08,9/6/18,484.66,1,9/21/18,1076.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
436,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:35,1,8/25/18,11:56,32.14,8/25/18,14:50,36.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,shock,np,25,10,44,,wall-e,8/19/18,,8/14/18,rm,,,,8/25/18,11:56,31.95,8/25/18,14:50,38.12,8/26/18,14:05,46.05,8/31/18,187.14,9/4/18,749.47,,,,,,,9/10/18,6698.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:37,1,8/25/18,11:57,73.89,8/25/18,14:50,84.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,shock,np,25,10,44,,wall-e,8/19/18,,8/14/18,rm,,,,8/25/18,11:57,40.51,8/25/18,14:50,46.43,8/26/18,14:05,52.98,8/31/18,117.61,9/6/18,694.28,,,,,,,9/18/18,4394.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
440,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,12:38,1,8/25/18,11:57,37.81,8/25/18,14:50,41.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,shock,np,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,,,,8/25/18,11:58,39.71,8/25/18,14:50,47.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,shock,p,25,10,44,,wall-e,8/18/18,8/26/18,8/14/18,rm,8/25/18,13:44,2,8/25/18,13:18,43.59,8/25/18,16:00,46.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,,,,8/25/18,13:18,30.62,8/25/18,16:00,33.07,8/26/18,14:05,35.78,9/1/18,181.95,9/6/18,882.81,,,,,,,9/12/18,4763.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,shock,p,25,10,44,,wall-e,8/18/18,8/27/18,8/14/18,rm,8/25/18,13:45,1,8/25/18,13:19,35.71,8/25/18,16:00,39.66,8/26/18,14:05,38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,shock,np,25,10,44,,wall-e,8/19/18,,8/14/18,rm,,,,8/25/18,13:23,27.38,8/25/18,16:00,31.28,8/26/18,14:05,29.96,9/1/18,210.64,9/5/18,1050.89,,,,,,,9/10/18,5865.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,shock,p,25,10,44,,wall-e,8/19/18,8/26/18,8/14/18,rm,8/25/18,13:47,1,8/25/18,13:24,20.57,8/25/18,16:00,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,shock,np,25,10,44,,wall-e,8/19/18,10/8/18,8/14/18,rm,,,,8/25/18,13:25,35.71,8/25/18,16:00,35.35,8/26/18,14:05,44.6,9/2/18,88.39,9/8/18,283.17,1,10/1/18,584.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
448,shock,p,25,10,44,,wall-e,8/19/18,9/6/18,8/14/18,rm,8/25/18,13:49,1,8/25/18,13:26,24.06,8/25/18,16:00,27.53,8/26/18,14:05,28.2,9/2/18,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,shock,np,25,10,44,,wall-e,8/19/18,9/10/18,8/14/18,rm,,,,8/25/18,13:27,13.63,8/25/18,16:00,17.7,8/26/18,14:05,24.86,8/31/18,49.11,9/5/18,65.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,injured when trying to remove cuticle at molt to 4th,
450,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/25/18,13:50,1,8/25/18,13:34,29.71,8/25/18,16:00,31.65,8/26/18,14:05,31.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,shock,np,25,10,44,,wall-e,8/17/18,10/8/18,8/14/18,rm,,,,8/25/18,13:35,17.15,8/25/18,16:00,19.39,8/26/18,14:05,30.01,9/1/18,76.3,9/7/18,194.85,,9/18/18,919.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
452,shock,p,25,10,44,,wall-e,8/17/18,8/27/18,8/14/18,rm,8/25/18,13:51,1,8/25/18,13:36,27.04,8/25/18,16:00,30.08,8/26/18,14:05,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,shock,np,25,10,44,,wall-e,8/17/18,9/18/18,8/14/18,rm,,,,8/25/18,13:36,15.65,8/25/18,16:00,15.92,8/26/18,14:05,16.92,9/3/18,38.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
454,shock,p,25,10,44,,wall-e,8/17/18,8/26/18,8/14/18,rm,8/25/18,13:52,1,8/25/18,13:37,28.43,8/25/18,16:00,30.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,shock,np,25,10,44,,wall-e,8/17/18,9/18/18,8/14/18,rm,,,,8/25/18,13:37,21.19,8/25/18,16:00,23.97,8/26/18,14:05,36.38,8/31/18,140.77,9/5/18,858.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
456,shock,p,25,10,44,,wall-e,8/17/18,8/26/18,8/14/18,rm,8/25/18,13:55,1,8/25/18,13:38,19.66,8/25/18,16:00,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,shock,np,25,10,44,,wall-e,8/17/18,9/9/18,8/14/18,rm,,,,8/25/18,13:39,22.21,8/25/18,16:00,23.86,8/26/18,14:05,22.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,shock,p,25,10,44,,wall-e,8/17/18,8/25/18,8/14/18,rm,,,,8/25/18,13:39,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,shock,np,25,10,44,,wall-e,8/17/18,,8/14/18,rm,,,,8/25/18,13:39,25.36,8/25/18,16:00,31.91,8/26/18,14:05,47.58,8/31/18,135.39,9/4/18,464.72,1,9/10/18,1369.92,,,,9/18/18,4841.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
460,shock,p,25,10,44,,wall-e,8/19/18,8/28/18,8/14/18,rm,8/26/18,9:07,1,8/26/18,8:37,37.39,8/26/18,10:55,38.47,8/27/18,10:51,31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,shock,np,25,10,44,,wall-e,8/19/18,,8/14/18,rm,,,,8/26/18,8:38,38.71,8/26/18,10:55,41.55,8/27/18,10:51,45.65,9/1/18,200.21,9/7/18,1005.11,,,,,,,9/18/18,4517.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
462,shock,p,25,10,44,,wall-e,8/17/18,9/5/18,8/14/18,rm,8/26/18,9:05,1,8/26/18,8:41,31.51,8/26/18,10:55,35.57,8/27/18,10:51,37.03,9/2/18,58.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,shock,np,25,10,44,,wall-e,8/17/18,9/4/18,8/14/18,rm,,,,8/26/18,8:44,11.45,8/26/18,10:55,11.55,8/27/18,10:51,10.08,9/3/18,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,shock,p,25,10,44,,wall-e,8/17/18,8/29/18,8/14/18,rm,8/26/18,9:04,1,8/26/18,8:48,13.46,8/26/18,10:55,15.24,8/27/18,10:51,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,shock,np,25,10,44,,wall-e,8/17/18,8/27/18,8/14/18,rm,,,,8/26/18,8:50,15.88,8/26/18,10:55,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,shock,p,25,10,44,,wall-e,8/16/18,8/28/18,8/14/18,rm,8/26/18,9:03,2,8/26/18,8:51,35.69,8/26/18,10:55,37.18,8/27/18,10:51,36.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,shock,np,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,,,,8/26/18,8:53,36.75,8/26/18,10:55,40.99,8/27/18,10:51,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,shock,p,25,10,44,,wall-e,8/18/18,8/29/18,8/14/18,rm,8/26/18,9:01,1,8/26/18,8:54,31.95,8/26/18,10:55,35.66,8/27/18,10:51,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,,,,8/26/18,8:58,30.03,8/26/18,10:55,29.79,8/27/18,10:51,48.51,8/31/18,164.64,9/4/18,868.31,,,,,,,9/9/18,5723.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,shock,p,25,10,44,,wall-e,8/19/18,8/28/18,8/14/18,rm,8/26/18,13:29,1,8/26/18,13:03,38.38,8/26/18,14:50,40.23,8/27/18,14:20,36.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,shock,np,25,10,44,,wall-e,8/19/18,9/23/18,8/14/18,rm,,,,8/26/18,13:05,25.81,8/26/18,14:50,28.29,8/27/18,14:20,31.36,9/3/18,97.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
472,shock,p,25,10,44,,wall-e,8/19/18,9/19/18,8/14/18,rm,8/26/18,13:28,2,8/26/18,13:06,20.21,8/26/18,14:50,20.4,8/27/18,14:20,15.7,9/3/18,59.67,9/8/18,207.88,1,9/18/18,309.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"did not shed over 4-5th prolegs at molt to 6th, could not remove ",
473,shock,np,25,10,44,,wall-e,8/18/18,,8/14/18,rm,,,,8/26/18,13:07,17.96,8/26/18,14:50,18.51,8/27/18,14:20,18.03,9/1/18,81.34,9/9/18,1710.21,,,,,,,9/18/18,5378.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
474,shock,p,25,10,44,,wall-e,8/18/18,8/29/18,8/14/18,rm,8/26/18,13:26,1,8/26/18,13:08,25.11,8/26/18,14:50,26.8,8/27/18,14:20,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,shock,np,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,,,,8/26/18,13:10,22.34,8/26/18,14:50,22.23,8/27/18,14:20,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,shock,p,25,10,44,,wall-e,8/18/18,8/27/18,8/14/18,rm,8/26/18,13:25,2,8/26/18,13:11,22.77,8/26/18,14:50,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,shock,np,25,10,44,,wall-e,8/17/18,9/9/18,8/14/18,rm,,,,8/26/18,13:13,19.89,8/26/18,14:50,20.92,8/27/18,14:20,21.85,9/1/18,65.21,9/7/18,119.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/26/18,13:22,2,8/26/18,13:14,21.77,8/26/18,14:50,24.06,8/27/18,14:20,25.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,shock,np,25,10,44,,wall-e,8/17/18,,8/14/18,rm,,,,8/26/18,13:15,34.3,8/26/18,14:50,36.35,8/27/18,14:20,42.37,9/2/18,140.66,9/8/18,1364.72,,,,,,,9/18/18,4956.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
480,shock,p,25,10,44,,wall-e,8/17/18,,8/14/18,rm,8/26/18,13:21,1,8/26/18,13:16,21.78,8/26/18,14:50,23.52,8/27/18,14:20,25.28,9/4/18,75.01,9/9/18,374.17,,,,,,,,,,,9/23/18,10218.28,,,,,,,,,9/30/18,12794.08,,,,,,,,,,,,,,,,1,,
481,shock,np,25,10,44,,wall-e,8/17/18,,8/14/18,rm,,,,8/26/18,13:17,23.72,8/26/18,14:50,24.42,8/27/18,14:20,28.69,9/1/18,116.2,9/9/18,1421.82,,,,,,,9/18/18,4907.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
482,shock,p,25,10,44,,wall-e,8/20/18,8/28/18,8/14/18,rm,8/27/18,8:33,1,8/27/18,8:09,35.92,8/27/18,10:40,37.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,shock,p,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,8/27/18,8:34,1,8/27/18,8:12,17.53,8/27/18,10:40,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,shock,p,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,8/27/18,8:35,1,8/27/18,8:13,33.6,8/27/18,10:40,37.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/27/18,8:37,1,8/27/18,8:16,19.87,8/27/18,10:40,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/27/18,8:38,1,8/27/18,8:17,16.26,8/27/18,10:40,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/27/18,8:39,1,8/27/18,8:18,21.13,8/27/18,10:40,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,shock,p,25,10,44,,wall-e,8/17/18,8/28/18,8/14/18,rm,8/27/18,8:40,1,8/27/18,8:19,14.35,8/27/18,10:40,13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,shock,p,25,10,44,,wall-e,8/15/18,8/28/18,8/14/18,rm,8/27/18,8:41,1,8/27/18,8:24,12.27,8/27/18,10:40,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,shock,np,25,10,44,,wall-e,8/19/18,8/28/18,8/14/18,rm,,,,8/27/18,8:25,17.84,8/27/18,10:40,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,shock,p,25,10,44,,wall-e,8/19/18,8/28/18,8/14/18,rm,8/27/18,8:43,1,8/27/18,8:26,44.89,8/27/18,10:40,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,shock,p,25,10,44,,wall-e,8/16/18,,8/14/18,rm,8/27/18,14:44,1,8/27/18,14:38,17.44,8/27/18,16:30,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,shock,p,25,10,44,,wall-e,8/20/18,,8/14/18,rm,8/27/18,14:47,1,8/27/18,14:40,26.03,8/27/18,16:30,28.35,8/28/18,16:20,26.84,9/4/18,95.82,9/18/18,4184.31,,,,,,,9/23/18,6700.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
494,shock,p,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,8/27/18,14:48,1,8/27/18,14:41,27.18,8/27/18,16:30,29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,shock,p,25,10,44,,wall-e,8/18/18,8/28/18,8/14/18,rm,8/27/18,14:50,1,8/27/18,14:42,23.98,8/27/18,16:30,24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
